Score,review_text
5,"Low Carb Snack Crackers These crackers are not only 1 carb each, but they are crunchy and taste great. Whether alone as something to snack on or with cheese or humus, they are really good."
4,healthier alternative to Crystal Light cherry pomegranate Have been an addict of CL Cherry Pomegranate for a few years and trying to cut back on artificial sweetners and chemicals.  There's still some in this but feel better that at least I'm getting benefits of green tea.  Hope I'm not fooling myself!
2,"I love gummi bears I really love gummi bears. I saw these online and I had to try them, I have never had pink or blue gummi bears like it shows in the picture, which made me willing to pay the considerable price for them. Well, there aren't any pink or blue gummi's in the bag. My disappointment abounds! I won't buy these again, not at the price I paid. Don't get me wrong, they were really good, I enjoyed eating them, but they weren't everything I hoped for and WAY overpriced."
5,"best salami stateside I lived in Spain and loved the cured meats from there, France and Italy.  While most US made salame's are overly fatty and lack flavor, this brand (all versions) is the best I've had from the USA."
3,Decent flavor Well the creme caramel was on sale so I decided to give it a shot. Plus the fact that each K Cup is individually prepared by Mr. Puck himself. Anyway I quite enjoy these. I never buy flavored ones so overall I'm happy with these but they are definitely not my favorite as I usually buy the bolder ones and these are fairly mild.
5,"Great addition. I choose to give this to my son once a day in addition to the Baby's Only Lactose Free Formula. I like that the DHA comes from a food source and doesn't go through the harsh process that ""life's DHA"" does. It seems to make my son a bit more regular too, which is an added bonus."
5,"Very tasty! I am really a huge advocate of cooking from scratch, with all fresh ingredients, but I really love these seasoning packets especially the one for pork.<br /><br />This has not only nice flavors, but a bit of thickening.  I use it whenever I make split pea soup (one packet of this per 1lb bag of peas and only use half the amount of water they say to use on the bag of peas...beautiful, thick split pea soup every time!) or a pot of beans with ham shanks and it always comes out beautifully flavored.  I don't add salt when I use this but other herbs can be used, of course, with fantastic results.<br /><br />This comes in several other flavors now, but this is the one that I use the most.  Just store the packets in airtight containers, such as Lock & Lock, and they keep practically forever."
5,"Excellent Country Ham Slices I love, love, love good, salty country ham and this product does not disappoint.  It cooks up easily and tastily and is wonderful in hot, fresh, buttered biscuits.  The slices are the perfect shape and size for biscuits, too.  HIGHLY recommended."
3,"I like it; my wife thinks it's so-so Used in conjunction with <a href=""http://www.amazon.com/gp/product/B007RTR9FQ"">CLEAR SCALP & HAIR BEAUTY Ultra Shea Cleanse & Nourish Shampoo, 12.9 Fluid Ounce</a>, I think this conditioner does a good job. I have thick, sometimes frizzy hair when it gets hot and humid, and this stuff makes my hair smoother and a little less full-looking, which is what I want. It contains a great shea butter smell that makes me feel like I'm vacationing somewhere exotic.<br /><br />My wife, on the other hand, isn't as keen on this conditioner as me. She feels it leaves a residue that feels heavy and is hard to get out of your hair. To me, the sign of good conditioner is the kind that is hard to get out of your hair with water, but she doesn't like that. Her rating for this product was three stars.<br /><br />The bottle is long and slender and has a convenient pop-up cap that's easy to open and close. I like how the cap end of the bottle is the flat portion that you place down; all the shampoo in the bottle builds toward that end, so you'll never have to hit the back of the bottle to squeeze shampoo out."
5,Tea All of the teas I ordered have been delicious but this one is my favorite.  I know I will be ordering it again.
1,"disappointing, dry and eggy-tasting I've been trying a lot of gluten-free cookies, and these are one of the disappointments.  They're very dry, almost powdery, and the flavor is dominated by what I'd describe as the taste of plain egg whites.  Even the chocolate chips can't make up for it.  Obviously they're working with very little since the product is also non-dairy, but so are Mary's Gone Crackers chocolate chip cookies, and they're delicious and have the consistency of real cookies: <a href=""http://www.amazon.com/gp/product/B003TRGYEW"">Mary's Gone Crackers love Cookies, Chocolate Chip, 5.5-Ounce Boxes (Pack of 6)</a>  I recommend those instead.  I won't buy these again."
4,"Very large flakes This has a great, fresh, finishing salt. I personally prefer Murray River Pink Salt for the more delicate crunch, but I do like this for a change. Try both!"
5,"No more trips to Petco The girls @ the specialty pet food store won't carry IAMS products because they say IAMS contains fillers & are not healthy.  But these are my dogs favorite biscuit treats & the only reason we would go to Petco.  Actually my dog enjoys the trips to Petco because he can wander around & check out all the smells - Oh well, now we have to find other places for him to smell.<br />Occasionally Petco would be out of the Petite biscuits so buying them in bulk from Amazon is a much better option.  Less expensive too.<br /><br />If the girls @ the specialty pet food store are correct - I cannot say.  All I know is we have been feeding these biscuits to my dog since I got him & we have not evidenced any ill effect.  Actually those girls won't sell any Science Diet or Purina products either - they too apparently have fillers."
